vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,airport_fee,total_amount,pickup_location_id,dropoff_location_id,data_file_year,data_file_month
2,1/9/2015 17:44:44,1/9/2015 17:44:46,1,0,5,N,1,2,0,0,0,0,0.3,,2.3,264,264,2015,1
2,1/6/2015 8:03:24,1/6/2015 8:04:36,1,0.45,5,N,2,2,0,0,0,0,0.3,,2.3,226,260,2015,1
2,1/14/2015 16:13:52,1/14/2015 16:14:01,1,0,1,N,2,2,0,0.5,0,0,0.3,,2.8,264,264,2015,1
2,1/14/2015 13:14:27,1/14/2015 13:14:52,1,0,1,N,2,2,0,0.5,0,0,0.3,,2.8,264,264,2015,1
2,1/14/2015 13:15:48,1/14/2015 13:15:56,1,0,1,N,2,2,0,0.5,0,0,0.3,,2.8,264,264,2015,1
1,1/26/2015 2:20:24,1/26/2015 2:59:41,1,14.4,5,N,4,1,0,0,0,0,0.3,,1.3,230,22,2015,1
1,1/1/2015 1:37:22,1/1/2015 1:46:10,4,1,5,N,4,1,0,0,0,0,0,,1.3,50,143,2015,1
1,1/1/2015 4:05:41,1/1/2015 4:14:35,1,1.4,5,N,3,1,0,0,0,0,0,,1.3,79,164,2015,1
2,1/14/2015 12:32:41,1/14/2015 12:36:02,2,0,1,N,2,1.8,0,0.5,0,0,0.3,,2.6,146,146,2015,1
2,1/31/2015 16:42:50,1/31/2015 16:43:01,1,0,5,N,2,0.1,0,0,0,0,0.3,,0.4,247,264,2015,1
1,1/16/2015 0:07:12,1/16/2015 0:10:24,1,1,5,N,3,1.58,0,0,0,0,0.3,,1.88,132,132,2015,1
1,1/13/2015 4:25:18,1/13/2015 4:25:40,1,0,5,N,3,1.7,0,0,0,0,0.3,,2,36,36,2015,1
2,1/2/2015 9:43:46,1/2/2015 9:44:01,1,0,5,N,3,-0.01,0,0,0,0,0.3,,-0.31,132,132,2015,1
2,1/29/2015 21:58:29,1/29/2015 21:58:55,1,0,5,N,2,0.45,0,0,0,0,0.3,,0.75,88,88,2015,1
1,1/6/2015 23:09:10,1/6/2015 23:15:37,1,0,5,Y,2,0.11,0,0,0,0,0.3,,0.41,132,132,2015,1
2,1/20/2015 20:40:19,1/20/2015 20:41:13,1,8.48,5,N,2,0.01,0,0,0,0,0.3,,0.31,256,256,2015,1
1,1/3/2015 23:31:13,1/3/2015 23:31:46,1,0,5,N,3,0.01,0,0,0,0,0,,0.31,238,238,2015,1
